bins	DG_001_EKDN220039120_1A_HCHH2DSX5_L1	DG_002_EKDN220039121_1A_HCHH2DSX5_L1	DG_003_EKDN220039122_1A_HCHH2DSX5_L1	DG_004_EKDN220039123_1A_HCHH2DSX5_L1	PW_001_EKDN220039127_1A_HCHH2DSX5_L1	PW_002_EKDN220039128_1A_HCHH2DSX5_L1	PW_003_EKDN220039129_1A_HCHH2DSX5_L1	SZ_001_EKDN220039124_1A_HCHH2DSX5_L1	SZ_003_EKDN220039126_1A_HCHH2DSX5_L1	WG_001_EKDN220039117_1A_HCHH2DSX5_L1	WG_002_EKDN220039118_1A_HCHH2DSX5_L1	WG_003_EKDN220039119_1A_HCHH2DSX5_L1	W_001_EKDN220039130_1A_HCHMYDSX5_L1	W_003_EKDN220039132_1A_HCHH2DSX5_L1	merged_SZ_002
W_ZS_MAG_00002	0.0006084024845459602	0.00052804401684952	0.00035082003730229185	0.0005608767090686073	0.017742170128490106	0.029087225760856827	0.09018142874090435	0.00027844299754861327	0.008373606288494517	9.12422330729332e-05	0.0	3.319548439830373e-05	28.291639563067612	24.975344824896542	4.897694419421861e-06
W_ZS_MAG_00003	0.004006914032577433	0.002799848964430762	0.00523249721776583	0.006220506511150616	0.16458360433016808	0.15075824914365	0.4477089024266863	0.0013265295061353683	0.03093157871916056	0.0005638992469901285	0.0001808903872002775	0.0004676953706514041	7.928257652950614	6.826731398777262	0.00020889339345849775
W_ZS_MAG_00007	0.001755613083782416	0.0025228662755437475	0.0033900704475215543	0.0020727882062621878	0.07621292107337	0.041551533889156354	0.16310685874776157	0.0007065260025859828	0.010190221449161785	0.0003103059814091177	0.0001093089405156276	0.00019183818613261784	32.214606999515375	17.847745985932796	0.00013379892172404688
W_ZS_MAG_00008	0.002454175797839705	0.002602430460958301	0.0028603994813449414	0.0018528879609682684	0.11171062697989746	0.06550980776951892	0.20319394294056037	0.00226870980493437	0.003388593634706712	0.0025170806648601453	0.0024199177481947706	0.003247131515914267	21.25500998134856	10.875014674110705	0.002186608616992199
W_ZS_MAG_00012	0.005883863986121278	0.006203378457394795	0.005085744157199788	0.02980946742368385	0.1687186336908186	0.12229807868185455	0.18148788460430015	0.0014324843266324142	0.0671495144479513	0.0005603997295954694	0.0001462636630751552	0.0005955496531818677	6.050040830551048	4.102873831098454	7.929556221386546e-05
W_ZS_MAG_00013	2.9259692380707683	0.7127597673549788	3.430125544203664	3.8011975397057767	33.65122225133936	48.4139541487518	45.48267041566476	1.6508019970755767	104.03219739487882	0.387278388431598	0.1503332300480945	0.31445603534346894	5.61168363759799	11.638991628774072	0.006360435892161106
W_ZS_MAG_00014	0.009004679532864254	0.01602451200807588	0.11824200276186633	0.14781494429169859	0.21573304091436615	0.24936738331825622	0.3465744148806657	0.004839486513241497	0.1771532871363498	0.004445289631626746	0.0010727558058731426	0.0023417214211703986	6.467705891448345	6.888747616246315	0.0002577031011458013
W_ZS_MAG_00015	0.007925085028500936	0.05986863948391982	0.06295785473625476	0.0593955742719632	0.5750229852941755	0.47261596570235787	1.147475594371021	0.006865659214508769	0.13615454733934992	0.005100570888635602	0.0011805918161789544	0.0018889469058863272	8.748411741544839	8.094363668260328	0.00012427282275567943
W_ZS_MAG_00016	0.00012003127672124851	0.000877616436870734	0.00024937110143312445	0.0003450695070911539	0.010942769740490747	0.006980431145813668	0.05945581901831073	9.553509779854473e-05	0.0011085337501820882	4.7849202829014715e-05	6.417998877748389e-05	6.271021804212167e-05	8.104054378904282	3.9656307178164303	5.797429011706561e-05
W_ZS_MAG_00017	0.0005164591621236678	0.0023666568439664063	0.001073078843540756	0.006090329960872911	0.015570003110521749	0.03180406168655763	0.09012966987541542	0.0003312603342992322	0.013529746410621614	0.0004885770181556243	0.0	3.8369922891802955e-05	3.287153084737161	2.773278776418971	0.0
W_ZS_MAG_00018	0.013192543911502166	0.017294296266371054	0.02374148750434347	0.03657935659241332	0.09396417024551468	0.06935658841472883	0.08483485895044776	0.011984436959382469	0.1047764875516601	0.010690760207697363	0.009814802695635286	0.011462221266707604	4.3999627064954545	4.927246343857042	0.008623089957451016
W_ZS_MAG_00020	0.002065912121999374	0.0005157605575461824	0.0014555817960848936	0.0024735734211939323	0.00842914558264202	0.009697911087745028	0.011649027537158607	0.0010740228462521057	0.011289881075783046	0.00017765996947801725	6.013106659255969e-05	0.00022070834669769067	1.5547675804447758	4.321996805127103	0.0
W_ZS_MAG_00022	0.005183340230365327	0.010556070195111551	0.005615619624093477	0.048623674305296787	0.20444113577130707	0.15126301285362448	0.27485693451314935	0.0016518101833362178	0.10332627758489568	0.001492647906561311	0.0002380746661002808	0.000626216621731188	2.0842910042818663	3.2099382530616003	0.0
W_ZS_MAG_00023	0.012135557605262998	0.010687561465771583	0.012296819356296843	0.14033773341722203	0.5213125118350244	0.3744968205779768	0.49457238148177557	0.0032664667183844504	0.1871042520570036	0.0034949208656823998	0.000355814280216726	0.001374695343566939	3.5778995046087876	2.848048366308511	0.00011269997373388146
W_ZS_MAG_00024	0.00564629387350272	0.007968988895924387	0.028162585219619087	0.06326457420649016	0.2949109323064938	0.25462498219675717	0.13204257677702103	0.0046797095491324155	0.2187204070881543	0.004083775871084175	0.001207311133026566	0.0017243099512099219	2.8044256471616666	2.6780889331120217	0.0007501263080327496
W_ZS_MAG_00026	0.0017945302436815566	0.0010761906017962887	0.0015536182952402306	0.0190663343136867	0.031871595689962146	0.028009091348711254	0.033625241241663696	0.00011386166906259755	0.012875161010950943	0.0002079404226509986	0.0	0.00010243154012195069	1.8779816150772193	3.4886164708158036	0.0
W_ZS_MAG_00027	0.0023169341551461703	0.0053900172494496055	0.008401619667224747	0.011522556277795049	0.035544070711651506	0.03303794086636414	0.08104420809244159	0.0007352328327094946	0.01718796892880696	0.0004560345027021391	0.00010711581786888326	0.000160990637507079	3.4132192328035535	5.468950832255045	4.880424837813025e-05
