contig	DG_001_EKDN220039120_1A_HCHH2DSX5_L1	DG_002_EKDN220039121_1A_HCHH2DSX5_L1	DG_003_EKDN220039122_1A_HCHH2DSX5_L1	DG_004_EKDN220039123_1A_HCHH2DSX5_L1	PW_001_EKDN220039127_1A_HCHH2DSX5_L1	PW_002_EKDN220039128_1A_HCHH2DSX5_L1	PW_003_EKDN220039129_1A_HCHH2DSX5_L1	SZ_001_EKDN220039124_1A_HCHH2DSX5_L1	SZ_003_EKDN220039126_1A_HCHH2DSX5_L1	WG_001_EKDN220039117_1A_HCHH2DSX5_L1	WG_002_EKDN220039118_1A_HCHH2DSX5_L1	WG_003_EKDN220039119_1A_HCHH2DSX5_L1	W_001_EKDN220039130_1A_HCHMYDSX5_L1	W_003_EKDN220039132_1A_HCHH2DSX5_L1	merged_SZ_002
p_00057041	0.0	0.0	0.0	0.0	0.05050952591936198	0.0	0.0	0.0	0.05177664974619289	0.0	0.0	0.0	0.0	0.0	0.0
p_00057042	0.0	0.0	0.0	0.0	0.05157992565055762	0.0	0.054684188215345486	0.0	0.050081654872074034	0.0	0.0	0.0	0.0	0.0	0.0
p_00067703	0.0	0.0	0.0	0.0	0.0	0.05509964830011723	0.051045510455104554	0.0	0.052140077821011675	0.0	0.0	0.0	0.0	0.0	0.0
p_00067902	0.0	0.0	0.0	0.0	0.0	0.07052779075198505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_00067903	0.0	0.0	0.0	0.0	0.0	0.0502092050209205	0.07442434210526316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_00067909	0.0	0.0	0.0	0.0	0.0	0.05071393402264894	0.0	0.0	0.05841708542713568	0.0	0.0	0.0	0.0	0.0	0.0
p_00072084	0.0	0.0	0.0	0.0	0.0	0.0	0.0537156704361874	0.0	0.0	0.0	0.0	0.05701754385964912	0.0	0.0	0.0
p_00072085	0.0	0.0	0.0	0.0	0.0	0.0	0.051463493084593116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_00072088	0.0	0.0	0.0	0.0	0.0	0.0	0.05129369042215161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p_00073897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.050724637681159424	0.0	0.0	0.0	0.05066079295154185	0.0	0.0
p_00073898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05534825870646766	0.0	0.0	0.0	0.05052631578947368	0.0	0.0
p_00073971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05029781601588352	0.0	0.0	0.0	0.0	0.0	0.0
p_00073972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051086956521739134	0.0	0.0	0.0	0.0	0.0	0.0
p_00075103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17391304347826086	0.0	0.0	0.0
p_00075132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05240174672489083	0.0	0.0
p_00075142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05964912280701754	0.05441696113074205	0.0
p_00075143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054441260744985676	0.0	0.0
p_00075144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05822416302765648	0.0	0.0
p_00075145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056129985228951254	0.0	0.0
p_00075146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05007153075822604	0.0	0.0
p_00075147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05855338691159587	0.05573248407643312	0.0
p_00075148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05466666666666667	0.0575	0.0
p_00075226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053587647593097185	0.0
p_00075227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05493689680772086	0.0
